lat, lon, alt, ozone, mq7, mq135_ppm, mq135_cor, bmp180_temp, bmp180_press, exectime
50.278955, 19.719735, 469.480000, 0.128000, 2055, 16975.361328, 17547.894531, 10.451964, 965.792020, 34.235597
50.278945, 19.719740, 467.540000, 0.160000, 2053, 16424.878906, 16978.845703, 10.459014, 965.776242, 40.235179
50.278945, 19.719749, 466.610000, 0.157000, 2052, 16067.412109, 16978.845703, 10.437864, 965.747996, 43.248354
50.278954, 19.719755, 466.850000, 0.147000, 2042, 15717.369141, 16247.475586, 10.473111, 965.881441, 52.223536
50.278954, 19.719757, 466.870000, 0.145000, 2042, 15717.369141, 16247.475586, 10.473111, 965.809461, 55.222014
50.278955, 19.719762, 466.400000, 0.142000, 2032, 15038.946289, 15546.169922, 10.480159, 965.826069, 64.218446
50.278955, 19.719761, 466.430000, 0.142000, 2032, 15038.946289, 15206.397461, 10.494254, 965.852081, 65.226678
50.278955, 19.719761, 466.330000, 0.142000, 2031, 14710.255859, 15039.161133, 10.487207, 965.777891, 67.229012
50.278955, 19.719761, 466.300000, 0.142000, 2025, 14873.740234, 15375.390625, 10.444915, 965.591870, 70.216768
50.278954, 19.719761, 466.360000, 0.145000, 2024, 14548.477539, 15206.397461, 10.423762, 965.585214, 74.220065
50.278953, 19.719761, 466.460000, 0.146000, 2023, 14388.384766, 14873.668945, 10.529482, 965.812704, 76.228573
50.278953, 19.719761, 466.470000, 0.147000, 2022, 14548.477539, 14873.668945, 10.522437, 965.871695, 77.219984
50.278954, 19.719761, 466.470000, 0.149000, 2022, 14388.384766, 14709.900391, 10.515392, 965.725520, 79.216949
50.278954, 19.719760, 466.540000, 0.152000, 2020, 14073.190430, 14547.846680, 10.430814, 965.526258, 82.216088
50.278954, 19.719760, 466.550000, 0.154000, 2020, 14073.190430, 14547.846680, 10.522437, 965.684527, 83.214586
50.278954, 19.719760, 466.550000, 0.156000, 2015, 14073.190430, 14387.472656, 10.529482, 965.827102, 85.216181
50.278954, 19.719760, 466.540000, 0.158000, 2015, 14229.960938, 14547.846680, 10.536527, 965.825699, 86.226513
50.278954, 19.719760, 466.600000, 0.160000, 2014, 14073.190430, 14547.846680, 10.536527, 965.746510, 88.216994
50.278951, 19.719761, 466.570000, 0.164000, 2012, 13612.607422, 14071.725586, 10.550614, 965.743697, 92.220646
50.278951, 19.719761, 466.500000, 0.166000, 2012, 13612.607422, 13916.314453, 10.536527, 965.800503, 94.221421
50.278951, 19.719761, 466.500000, 0.166000, 2012, 13764.531250, 14071.725586, 10.543570, 965.741505, 95.214364
50.278951, 19.719762, 466.400000, 0.166000, 2011, 13462.265625, 14071.725586, 10.571741, 965.811459, 98.236827
50.278951, 19.719761, 466.510000, 0.166000, 2005, 13462.265625, 13610.335938, 10.473111, 965.539538, 103.219510
50.278951, 19.719761, 466.490000, 0.166000, 2005, 13462.265625, 13762.524414, 10.557657, 965.738688, 104.215812
50.278951, 19.719761, 466.520000, 0.165000, 2005, 13166.268555, 13610.335938, 10.571741, 965.811459, 105.213538
50.278951, 19.719761, 466.570000, 0.165000, 2004, 13313.491211, 13762.524414, 10.564699, 965.841669, 106.215231
50.278951, 19.719761, 466.560000, 0.164000, 2003, 13020.575195, 13762.524414, 10.480159, 965.548943, 107.216707
50.278951, 19.719761, 466.710000, 0.162000, 2002, 13166.268555, 13459.725586, 10.466063, 965.508537, 111.210777
50.278952, 19.719761, 466.790000, 0.161000, 2002, 13020.575195, 13610.335938, 10.578783, 965.828044, 113.203655
50.278952, 19.719762, 466.660000, 0.155000, 2000, 12876.401367, 13310.688477, 10.494254, 965.585744, 120.211285
50.278952, 19.719763, 466.640000, 0.151000, 1554, 12733.728516, 13163.203125, 10.522437, 965.554949, 124.211548
50.278952, 19.719764, 466.560000, 0.150000, 1554, 12733.728516, 12872.823242, 10.508347, 965.482169, 125.212224
50.278952, 19.719764, 466.420000, 0.148000, 1555, 12733.728516, 12872.823242, 10.621023, 965.887926, 127.211473
50.278952, 19.719764, 466.400000, 0.147000, 1553, 12592.539063, 13017.254883, 10.515392, 965.527558, 128.203007
50.278951, 19.719764, 466.350000, 0.146000, 1552, 12592.539063, 12729.895508, 10.522437, 965.475763, 132.198810
50.278951, 19.719764, 466.210000, 0.146000, 1552, 12314.556641, 12729.895508, 10.635099, 965.759062, 134.214820
50.278951, 19.719764, 466.210000, 0.147000, 1552, 12452.822266, 12729.895508, 10.613984, 965.784946, 135.200527
50.278951, 19.719764, 466.220000, 0.148000, 1551, 12314.556641, 12588.453125, 10.522437, 965.482962, 137.214486
50.278951, 19.719763, 466.190000, 0.150000, 1551, 12314.556641, 12588.453125, 10.642137, 965.743229, 139.218363
50.278951, 19.719763, 466.200000, 0.151000, 1550, 12042.333008, 12588.453125, 10.642137, 965.808035, 140.213675
50.278951, 19.719763, 466.210000, 0.152000, 1551, 12177.731445, 12729.895508, 10.642137, 965.707226, 141.197658
50.278951, 19.719763, 466.200000, 0.153000, 1551, 12177.731445, 12588.453125, 10.564699, 965.611286, 142.223324
50.278951, 19.719763, 466.200000, 0.154000, 1550, 12177.731445, 12588.453125, 10.642137, 965.775632, 143.208307
50.278950, 19.719762, 466.210000, 0.155000, 1550, 12177.731445, 12588.453125, 10.557657, 965.573103, 144.197206
50.278950, 19.719762, 466.190000, 0.156000, 1544, 11908.337891, 12729.895508, 10.656210, 965.844773, 148.212855
50.278950, 19.719762, 466.160000, 0.157000, 1545, 12042.333008, 12309.975586, 10.649174, 965.803002, 149.218111
50.278950, 19.719762, 466.180000, 0.157000, 1544, 12042.333008, 12309.975586, 10.656210, 965.751161, 150.193005
50.278950, 19.719762, 466.170000, 0.157000, 1544, 12042.333008, 12448.487305, 10.656210, 965.733159, 151.213899
50.278949, 19.719761, 466.220000, 0.156000, 1543, 11908.337891, 12309.975586, 10.578783, 965.608454, 154.210576
50.278949, 19.719761, 466.210000, 0.155000, 1543, 11908.337891, 12172.907227, 10.557657, 965.465114, 155.214035
50.278949, 19.719761, 466.190000, 0.155000, 1542, 11775.742188, 12448.487305, 10.677317, 965.826058, 156.192628
50.278949, 19.719761, 466.170000, 0.154000, 1543, 11775.742188, 12309.975586, 10.677317, 965.833259, 157.212848
50.278948, 19.719761, 466.170000, 0.154000, 1542, 11908.337891, 12309.975586, 10.635099, 965.715859, 158.213620
50.278948, 19.719761, 466.190000, 0.153000, 1541, 11775.742188, 12037.263672, 10.592865, 965.551615, 160.223858
50.278948, 19.719761, 466.230000, 0.152000, 1541, 11908.337891, 12172.907227, 10.613984, 965.630141, 161.201639
50.278947, 19.719761, 466.260000, 0.152000, 1541, 11775.742188, 12172.907227, 10.677317, 965.682032, 162.189954
50.278947, 19.719761, 466.250000, 0.152000, 1540, 11644.524414, 12037.263672, 10.585824, 965.560236, 163.217992
50.278947, 19.719761, 466.230000, 0.151000, 1542, 11644.524414, 12037.263672, 10.691387, 965.725952, 164.212632
50.278947, 19.719761, 466.180000, 0.151000, 1540, 11775.742188, 12037.263672, 10.698420, 965.846933, 166.213223
50.278947, 19.719761, 466.170000, 0.150000, 1540, 11775.742188, 11903.035156, 10.592865, 965.544415, 167.212730
50.278946, 19.719760, 466.150000, 0.150000, 1540, 11644.524414, 11903.035156, 10.691387, 965.808769, 168.192090
50.278946, 19.719761, 466.220000, 0.149000, 1540, 11514.674805, 12037.263672, 10.698420, 965.774917, 169.223424
50.278946, 19.719761, 466.180000, 0.149000, 1535, 11386.171875, 11770.197266, 10.705454, 965.852687, 170.212336
50.278946, 19.719762, 466.070000, 0.148000, 1535, 11386.171875, 11903.035156, 10.698420, 965.753312, 172.212212
50.278946, 19.719762, 466.020000, 0.146000, 1535, 11259.009766, 11903.035156, 10.705454, 965.733859, 175.235903
50.278946, 19.719762, 465.990000, 0.146000, 1534, 11259.009766, 11638.747070, 10.705454, 965.708653, 176.209122
50.278946, 19.719762, 466.000000, 0.145000, 1534, 11386.171875, 11903.035156, 10.705454, 965.784271, 177.194970
50.278945, 19.719762, 465.960000, 0.145000, 1534, 11386.171875, 11770.197266, 10.705454, 965.762666, 178.212523
50.278945, 19.719762, 465.920000, 0.144000, 1533, 11259.009766, 11903.035156, 10.691387, 965.707948, 179.211695
50.278946, 19.719762, 465.870000, 0.144000, 1533, 11259.009766, 11638.747070, 10.613984, 965.468136, 180.210661
50.278946, 19.719762, 465.880000, 0.143000, 1533, 11259.009766, 11638.747070, 10.635099, 965.517843, 181.223644
50.278946, 19.719762, 465.860000, 0.143000, 1533, 11386.171875, 11638.747070, 10.712487, 965.764817, 182.209941
50.278946, 19.719762, 465.940000, 0.143000, 1532, 11008.641602, 11379.934570, 10.726551, 965.754709, 183.193148
50.278946, 19.719762, 465.910000, 0.142000, 1532, 11386.171875, 11770.197266, 10.677317, 965.649627, 184.211726
50.278946, 19.719762, 465.840000, 0.142000, 1531, 11259.009766, 11638.747070, 10.719519, 965.734557, 185.204034
50.278946, 19.719762, 465.820000, 0.142000, 1531, 11008.641602, 11379.934570, 10.726551, 965.812325, 186.201566
50.278946, 19.719762, 465.840000, 0.142000, 1530, 11008.641602, 11379.934570, 10.733583, 965.814471, 187.215785
50.278946, 19.719762, 465.860000, 0.142000, 1531, 11133.170898, 11379.934570, 10.649174, 965.532972, 188.211896
50.278946, 19.719762, 465.870000, 0.141000, 1532, 10885.407227, 11508.664063, 10.740614, 965.802211, 189.193347
50.278946, 19.719762, 465.880000, 0.141000, 1530, 11008.641602, 11379.934570, 10.726551, 965.747507, 190.208355
50.278946, 19.719762, 465.900000, 0.141000, 1530, 11133.170898, 11508.664063, 10.733583, 965.749652, 191.221237
50.278946, 19.719761, 465.890000, 0.140000, 1525, 10885.407227, 11252.543945, 10.663247, 965.555296, 193.221019
50.278946, 19.719761, 465.960000, 0.139000, 1530, 11008.641602, 11252.543945, 10.733583, 965.684832, 194.209207
50.278946, 19.719762, 465.940000, 0.138000, 1530, 10885.407227, 11379.934570, 10.747645, 965.811556, 196.210814
50.278945, 19.719762, 465.990000, 0.138000, 1530, 10885.407227, 11126.478516, 10.698420, 965.674094, 197.221452
50.278945, 19.719762, 466.030000, 0.137000, 1524, 10885.407227, 11252.543945, 10.733583, 965.760455, 199.208079
50.278944, 19.719762, 466.080000, 0.136000, 1524, 10885.407227, 11252.543945, 10.747645, 965.825961, 200.213847
50.278944, 19.719762, 466.090000, 0.136000, 1524, 10885.407227, 11379.934570, 10.747645, 965.739532, 201.190446
50.278944, 19.719762, 466.100000, 0.135000, 1524, 10763.455078, 11252.543945, 10.761705, 965.823038, 202.211268
50.278944, 19.719762, 466.120000, 0.135000, 1524, 10642.774414, 11001.727539, 10.677317, 965.617221, 203.190426
50.278944, 19.719762, 466.150000, 0.134000, 1524, 10885.407227, 11126.478516, 10.747645, 965.757538, 204.208297
50.278944, 19.719762, 466.170000, 0.134000, 1524, 10642.774414, 11252.543945, 10.691387, 965.603527, 205.211464
50.278944, 19.719762, 466.210000, 0.133000, 1523, 10763.455078, 11001.727539, 10.747645, 965.782746, 206.198925
50.278944, 19.719762, 466.170000, 0.133000, 1523, 10763.455078, 11001.727539, 10.747645, 965.840366, 207.193526
50.278944, 19.719763, 466.110000, 0.132000, 1523, 10523.348633, 11001.727539, 10.740614, 965.755396, 208.221047
50.278943, 19.719763, 466.080000, 0.132000, 1522, 10523.348633, 11001.727539, 10.740614, 965.802211, 209.213464
50.278943, 19.719763, 466.060000, 0.132000, 1522, 10763.455078, 11126.478516, 10.747645, 965.782746, 210.193296
50.278943, 19.719763, 466.180000, 0.131000, 1521, 10763.455078, 11126.478516, 10.705454, 965.618631, 211.214762
